EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
780085,MARICOPA CO.,COTTON CENTER,10/02/2018,830,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130294,C,13,PSR,0,0,Department of Highways,Heavy Rain / Tropical System,,,7,N,7,NNW,COTTON CENTER,10/02/2018,1115,33.1745,-112.6882,33.1731,-112.7057,"Copious amounts of tropical moisture spread north and into southwest Maricopa County during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture resulted in widespread moderate to heavy showers along with episodes of flash flooding to the southwest of Phoenix. According to a report from the Maricopa County Department of Transportation, at  roughly 0900MST flash flooding resulted in Old US 80 as well as Patterson Road becoming impassable. The report was received via Twitter. A Flash Flood Warning was issued for the area at 0809MST and it remained in effect through 1115MST. No reports of accidents were received as a result of the flooded roadways.","Copious amounts of tropical moisture spread northward into the central deserts during the morning hours on October 2nd. The moisture was associated with the remnants of former hurricane Rosa and as it moved in, widespread moderate to heavy showers and isolated thunderstorms developed across the deserts to the southwest of central Phoenix. Rainfall amounts between one and three inches were widespread and the heavy rain resulted in episodes of flash flooding from Gila Bend northward into the Buckeye valley. During the morning, county officials, emergency managers, department of highways personnel and the public all reported episodes of flash flooding which resulted in road closures, rapidly flowing washes and even the closure of the Rainbow Valley elementary school south of Buckeye. Flash Flood and Areal Flood warnings were issued as a result and fortunately no injuries were reported as a result of the flash flooding.",254
780448,MARICOPA CO.,WEST CHANDLER,10/02/2018,800,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,2,WNW,2,WNW,WEST CHANDLER,10/02/2018,1200,33.3078,-111.9772,33.307,-111.9833,"Copious amounts of tropical moisture spread north and into the greater Phoenix area during the morning hours on October 2nd. The moisture was associated with former hurricane Rosa and it led to widespread moderate to heavy showers that affected the town of Chandler. The heavy rain led to episodes of flash flooding. According to the Phoenix police, at 1015MST flash flooding resulted in the closure of Chandler Boulevard and 51st Street, about 4 miles south of the town of Guadalupe. A Flash Flood Warning was issued for the area at 0730MST and was in effect at the time of the flooding.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",255
781117,MARICOPA CO.,PAPAGO AAF ARPT,10/02/2018,800,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,4,WNW,2,SSW,PARADISE VLY,10/02/2018,1200,33.5066,-112.0098,33.5453,-111.997,"Copious amounts of tropical moisture spread north into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa and led to the development of widespread moderate to heavy showers. The heavy rains led to episodes of street flooding and flash flooding across central and northern portions of the Phoenix area including the community of Paradise Valley. According to the City of Paradise Valley Emergency Manager, as of 1016MST many streets in Paradise Valley were closed due to flash flooding. Some of the more significant closures were in the area around the intersection of Tatum Boulevard and Lincoln Drive, about 2 miles west of Paradise Valley. No accidents were reported in the area. A Flash Flood Warning was issued earlier in the morning, at 0730MST, and remained in effect at the time of the flash flooding report.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",256
780449,MARICOPA CO.,LAVEEN,10/02/2018,800,Flash Flood,,,0,0,5000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,4,E,3,SSW,(PHX)SKY HARBOR ARPT,10/02/2018,1200,33.3777,-112.1073,33.3835,-112.0395,"Copious amounts of tropical moisture spread north and into south Phoenix during the morning hours on October 2nd. The moisture was associated with former hurricane Rosa and led widespread moderate to heavy showers; some locations picked up between 2 and 3 inches of rain. According to a trained spotter 3 miles northwest of Guadalupe, 2.6 inches of rain fell during the morning hours. The heavy rain resulted in episodes of flash flooding. At 1015MST, the Phoenix Police Department reported that flash flooding closed Baseline Road at 7th Street. Shortly thereafter, at 1032MST, the City of Phoenix reported that 19th Avenue was closed between Dobbins Road and South Mountain Avenue due to the flash flooding. A Flash Flood Warning was issued for the area at 0730MST and remained in effect through 1030MST. No accidents or injuries were reported due to the flooding or road closures.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",257
780830,MARICOPA CO.,PHOENIX TURF ARPT,10/02/2018,800,Flash Flood,,,0,0,40000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Broadcast Media,Heavy Rain / Tropical System,,,1,SE,1,SW,PHOENIX TURF ARPT,10/02/2018,1200,33.6251,-112.0723,33.6233,-112.0893,"Copious amounts of tropical moisture spread north and into the greater Phoenix metropolitan area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers that affected north Phoenix and areas around Deer Valley and caused episodes of flash flooding. According to a report from local broadcast media, at 0930MST a car became stuck in a flooded wash about 3 miles southeast of Deer Valley. The driver of the car was rescued by the Phoenix Fire Department. The rescue took place south of Bell Road, east of Interstate 17 and near Moon Valley Park. Fortunately the driver was not injured. A Flash Flood Warning was in effect for the area at the time of the rescue.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",258
780780,MARICOPA CO.,PERRYVILLE,10/02/2018,800,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,0,NW,2,N,PERRYVILLE,10/02/2018,1200,33.4316,-112.4725,33.4598,-112.4722,"Copious amounts of deep tropical moisture spread north into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The moisture led to widespread moderate to heavy showers and many areas picked up between 1 and 3 inches of rain. The heavy rain resulted in episodes of morning flash flooding, which impacted communities west of Phoenix such as Goodyear. According to the City of Goodyear Emergency Manager, flash flooding resulted in the closure of Citrus Road between Van Buren Street and Roosevelt Street. The road was reported closed at 1004MST. A Flash Flood Warning was issued for the area at 0730MST and the warning remained in effect through 1030MST, although heavy rains continued into the afternoon hours.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",259
781118,MARICOPA CO.,SCOTTSDALE,10/02/2018,800,Flash Flood,,,0,0,0,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,4,N,4,SE,PARADISE VLY,10/02/2018,1030,33.5382,-111.892,33.5364,-111.9244,"Widespread moderate to heavy showers developed across the northern and central portions of the greater Phoenix area during the morning hours on October 2nd; they were aided by an infusion of deep tropical moisture associated with former hurricane Rosa. Many locations picked up between 1 and 3 inches of rain during the day and the heavy rain led to numerous episodes of street flooding and flash flooding. At 0900MST, the City of Scottsdale Emergency Manager reported that McCormick Parkway was closed between Hayden Road and Scottsdale Road, approximately 2 miles northeast of Paradise Valley. The road closure was due to the flash flooding.  No accidents were reported in the area, fortunately. A Flash Flood Warning was issued most of the greater Phoenix area at 0730MST and it remained in effect through 1030MST.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",260
780751,MARICOPA CO.,SCOTTSDALE,10/02/2018,800,Flash Flood,,,0,0,5000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,1,SSE,1,SE,PAPAGO AAF ARPT,10/02/2018,1030,33.4676,-111.8963,33.467,-111.9294,"Widespread moderate to heavy showers developed across the community of Scottsdale during the morning hours on October 2nd; the heavy showers were aided by an infusion of deep tropical moisture from former hurricane Rosa. The intense rains led to episodes of flash flooding on the Indian Bend Wash. At 0830MST, the City of Scottsdale emergency manager reported that all unbridged crossings of Indian Bend Wash were closed due to the flash flooding; this especially affected the wash between  Indian School Road and Thomas Road. A very large Flash Flood Warning at 0730MST which included Scottsdale and it remained in effect through 1030MST.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",261
788368,PIMA CO.,SIL NAKYA,10/02/2018,745,Flash Flood,,,0,0,500000,0,AZ,MST-7,,131806,C,19,TWC,0,0,Tribal Official,Heavy Rain / Tropical System,,,2,SW,28,NNE,ANEGAM,10/02/2018,945,32.1967,-111.8405,32.7192,-111.7943,"Widespread heavy rain of 2 to 4 inches from 11 pm October 1st to 7 am October 2nd resulted in flash flooding, especially in the Gu Achi and Sif Oidak Districts. Indian Route 15 was flooded in spots from south of Santa Rosa to south of Chuichu and Indian Route 42 became flooded and impassable. Homes were flooded several villages including Anegam, San Luis and Kohatk.","What was Major Hurricane Rosa crossed the northern Baja peninsula as a tropical depression October 1st.  The remnant circulation entered southwest Arizona on October 2nd. Moisture ahead of these remnants fueled thunderstorms in southeast Arizona on September 30th.  Rain associated with the remnant circulation moved northeast across southeast Arizona through October 2nd.  The primary period of heavy rain occurred from 8 pm MST October 1st through 8 am MST October 2nd. Rainfall totals averaged two to four inches on the west half of the Tohono O'odham Nation with isolated heavier amounts of five to eight inches. The heavy rain initially resulted in flash flooding, but evolved into a longer term period of flooding which led to evacuations of several villages, road closures, considerable infrastructure damage, and a subsequent disaster declaration.",262
780778,MARICOPA CO.,TOLLESON,10/02/2018,730,Flash Flood,,,0,0,20000,0,AZ,MST-7,,130368,C,13,PSR,0,0,County Official,Heavy Rain / Tropical System,,,2,NW,3,WSW,WEST END,10/02/2018,1030,33.4642,-112.2896,33.4915,-112.2932,"Copious amounts of deep tropical moisture spread into the central portions of the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers and many locations in the greater Phoenix area picked up 1 to 3 inches of rain. The heavy rain led to episodes of flash flooding which forced multiple schools to close. According to a county official, at 0800MST flash flooding forced the Rio Vista Elementary School to close. The school was located near McDowell Road and 99th Avenue, about 2 miles northwest of Tolleson. At nearly the same time, broadcast media reported that the Desert Horizon Elementary School was closed due to severe flash flooding. The school was located near Indian School Road and 83rd Avenue, about 3 miles northeast of Tolleson and just north of Interstate 10. A very large Flash Flood Warning was issued at 0730MST and remained in effect through 1030MST; the warning encompassed both of the schools. No injuries were reported due to the flash flooding.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",263
780098,MARICOPA CO.,LIBERTY,10/02/2018,730,Flash Flood,,,0,0,5000,0,AZ,MST-7,,130294,C,13,PSR,0,0,County Official,Heavy Rain / Tropical System,,,4,SSE,4,S,LIBERTY,10/02/2018,1100,33.3261,-112.4639,33.3252,-112.477,"Copious amounts of tropical moisture spread north and into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture resulted in widespread moderate to heavy showers and resulted in episodes of flash flooding to the southwest of Phoenix. According to Maricopa County officials, at 0800MST the Rainbow Valley Elementary School was closed due to flash flooding. The school was located about 8 miles southeast of the town of Buckeye. Fortunately no injuries were reported at the school.","Copious amounts of tropical moisture spread northward into the central deserts during the morning hours on October 2nd. The moisture was associated with the remnants of former hurricane Rosa and as it moved in, widespread moderate to heavy showers and isolated thunderstorms developed across the deserts to the southwest of central Phoenix. Rainfall amounts between one and three inches were widespread and the heavy rain resulted in episodes of flash flooding from Gila Bend northward into the Buckeye valley. During the morning, county officials, emergency managers, department of highways personnel and the public all reported episodes of flash flooding which resulted in road closures, rapidly flowing washes and even the closure of the Rainbow Valley elementary school south of Buckeye. Flash Flood and Areal Flood warnings were issued as a result and fortunately no injuries were reported as a result of the flash flooding.",264
780142,PINAL CO.,BON,10/02/2018,715,Flash Flood,,,0,0,10000,0,AZ,MST-7,,130304,C,21,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,4,E,2,SE,CASA BLANCA,10/02/2018,1315,32.9695,-111.8638,33.1101,-111.8968,"Copious amounts of tropical moisture spread north into the deserts south of Phoenix during the morning hours on October 2nd. The moisture was associated with former hurricane Rosa, and led to the formation of widespread moderate to heavy showers. The heavy showers resulted in several episodes of flash flooding around the town of Maricopa and most of them caused road closures. At 0734MST the city of Maricopa emergency manager reported that flash flooding had closed the El Dorado Loop near South Rancho, about 1 mile northeast of Maricopa. Additionally, at 0835MST the same emergency manager reported that Porter Road was closed near Farrell Road due to flash flooding. This was about 3 miles southeast of Maricopa. Finally, at 0907MST the local emergency manager reported that Honeycutt Road was closed between Porter Road and White and Porter Road due to the flash flooding. A Flash Flood Warning was issued for the area at 0713MST and it remained in effect through 1315MST. No reports of accidents or injuries were received due to the flash flooding.","Copious amounts of tropical moisture spread north into the south-central deserts during the morning hours on October 2nd. The moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers and isolated embedded thunderstorms which resulted in multiple episodes of flash flooding and flooding. Much of the flash flooding was centered around the town of Maricopa as well as the Vekol Wash and the Ak Chin community. Flash flooding reports came in from local emergency managers as well as fire and rescue and local law enforcement. The flash flooding resulted in numerous road closures as well as various swift water rescues. Additionally, local law enforcement reported flooding that occurred as the Vekol Wash overflowed and water surrounded about 20 homes near the Ak Chin Village. Flash flood warnings were issued during these events and fortunately there were no reports of accidents or injuries associated with the flooding.",265
780118,PINAL CO.,LIRIM,10/02/2018,712,Flash Flood,,,0,0,10000,0,AZ,MST-7,,130304,C,21,PSR,0,0,Law Enforcement,Heavy Rain / Tropical System,,,8,WSW,9,WSW,LIRIM,10/02/2018,1315,32.9829,-112.1079,32.9778,-112.1313,"Copious amounts of tropical moisture spread north and into the central deserts south of Phoenix during the  morning hours on October 2nd. The moisture was associated with former hurricane Rosa and it resulted in widespread moderate to heavy showers to the south of the town of Maricopa. The heavy rain led to flash flooding in the Vekol Wash. According to local law enforcement, at 0712MST a swift water rescue was needed where Ralston Road crosses the Vekol Wash due to extreme flow down the wash. A Flash Flood Warning was issued for the area about 1 minute after the swift water rescue report was received. No injuries were reported due to the flash flooding.","Copious amounts of tropical moisture spread north into the south-central deserts during the morning hours on October 2nd. The moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers and isolated embedded thunderstorms which resulted in multiple episodes of flash flooding and flooding. Much of the flash flooding was centered around the town of Maricopa as well as the Vekol Wash and the Ak Chin community. Flash flooding reports came in from local emergency managers as well as fire and rescue and local law enforcement. The flash flooding resulted in numerous road closures as well as various swift water rescues. Additionally, local law enforcement reported flooding that occurred as the Vekol Wash overflowed and water surrounded about 20 homes near the Ak Chin Village. Flash flood warnings were issued during these events and fortunately there were no reports of accidents or injuries associated with the flooding.",266
780822,MARICOPA CO.,SUNNYSLOPE,10/02/2018,700,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Department of Highways,Heavy Rain / Tropical System,,,3,WSW,3,WNW,SUNNYSLOPE,10/02/2018,1030,33.5693,-112.1263,33.5896,-112.1281,"Copious amounts of deep tropical moisture spread into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The deep moisture resulted in widespread moderate to heavy showers. Many locations picked up 2 to 3 inches of rain during this event with much of the rain occurring in the morning. The heavy rain led to numerous episodes of flash flooding including many road closures across the central and northern portion of the Phoenix area. According to the Arizona Department of Highways, at 0732MST flash flooding resulted in a road closure at the intersection of Interstate I-17 and Peoria Avenue, about 5 miles northeast of Glendale. Additionally it was reported that one of the underpasses was flooded. No reports of accidents were received. A very large Flash Flood Warning was issued at 0730MST and it remained in effect until 1030MST; the warning included the area around Glendale.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",267
780806,MARICOPA CO.,ENNIS,10/02/2018,700,Flash Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Trained Spotter,Heavy Rain / Tropical System,,,2,W,2,SSE,BEARDSLEY,10/02/2018,1030,33.6339,-112.3683,33.645,-112.37,"Copious amounts of deep tropical moisture spread into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The deep moisture resulted in widespread moderate to heavy showers, some of which affected the community of Surprise. The heavy showers quickly caused significant street flooding as well as flash flooding. At 0741MST a trained spotter in Surprise reported major street flooding at the intersection of Bell Road and Litchfield Road. A very large Flash Flood Warning was issued at 0730MST that encompassed the town of Surprise and it ran through 1030MST.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",268
780072,MARICOPA CO.,GILA BEND,10/02/2018,550,Flash Flood,,,0,0,5000,0,AZ,MST-7,,130294,C,13,PSR,0,0,County Official,Heavy Rain / Tropical System,,,1,W,2,WNW,SIL MURK,10/02/2018,915,32.9514,-112.743,32.9872,-112.756,"Copious amounts of tropical moisture spread north and into southwest Maricopa County during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The moisture led to widespread moderate to heavy showers and flash flooding around the town of Gila Bend. According to Maricopa County officials, at 0700MST flash flooding in the Sand Tank Wash resulted in the closure of both Watermelon Road and Indian Road. No accidents were reported due to the flooding. A Flash Flood Warning was issued for the area starting at 0550MST and it remained in effect through 0915MST.","Copious amounts of tropical moisture spread northward into the central deserts during the morning hours on October 2nd. The moisture was associated with the remnants of former hurricane Rosa and as it moved in, widespread moderate to heavy showers and isolated thunderstorms developed across the deserts to the southwest of central Phoenix. Rainfall amounts between one and three inches were widespread and the heavy rain resulted in episodes of flash flooding from Gila Bend northward into the Buckeye valley. During the morning, county officials, emergency managers, department of highways personnel and the public all reported episodes of flash flooding which resulted in road closures, rapidly flowing washes and even the closure of the Rainbow Valley elementary school south of Buckeye. Flash Flood and Areal Flood warnings were issued as a result and fortunately no injuries were reported as a result of the flash flooding.",269
788367,PIMA CO.,ALI CHUK,10/02/2018,345,Flash Flood,,,0,0,250000,0,AZ,MST-7,,131806,C,19,TWC,0,0,Tribal Official,Heavy Rain / Tropical System,,,3,W,5,W,STOA PITK,10/02/2018,945,31.816,-112.6069,32.4847,-112.5971,"Widespread heavy rain of 2 to 4 inches with isolated amounts of 5 to 8 inches from 9 pm October 1st to 6 am October 2nd resulted in flash flooding, especially in the Gu Vo and Pisinemo Districts.  Indian Route 1 flooded between Pio Oik and Ali Chugk (Menagers) and homes were flooded in Ali Chugk.  Highway 86 was impassable between MP 80 and 90.  Indian Route 21 became flooded and impassable from just north of Pisinemo southward and flood waters topped the Vamori Wash bridge near Santa Cruz (Kom Vo).","What was Major Hurricane Rosa crossed the northern Baja peninsula as a tropical depression October 1st.  The remnant circulation entered southwest Arizona on October 2nd. Moisture ahead of these remnants fueled thunderstorms in southeast Arizona on September 30th.  Rain associated with the remnant circulation moved northeast across southeast Arizona through October 2nd.  The primary period of heavy rain occurred from 8 pm MST October 1st through 8 am MST October 2nd. Rainfall totals averaged two to four inches on the west half of the Tohono O'odham Nation with isolated heavier amounts of five to eight inches. The heavy rain initially resulted in flash flooding, but evolved into a longer term period of flooding which led to evacuations of several villages, road closures, considerable infrastructure damage, and a subsequent disaster declaration.",270
779536,MARICOPA CO.,MOBILE,10/01/2018,45,Flash Flood,,,0,0,0,0,AZ,MST-7,,130181,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,4,ESE,2,SSE,ESTRELLA,10/01/2018,645,33.0355,-112.1978,32.9653,-112.4098,"Thunderstorms with heavy rain developed to the south of Phoenix and east of Gila Bend during the early morning hours on October 1. The heavy rain led to flash flooding along Highway 238 between Gila Bend and the town of Maricopa. According to the Arizona Department of Highways, Highway 238 was closed due to flash flooding at about 0138MST. The road was closed near the town of Mobile. A Flash Flood Warning was issued for the area at 1245MST and the warning ran through 0645MST. No accidents were reported due to the flooding.",Isolated thunderstorms developed over portions of the central deserts during the early morning hours on October 1st. Tropical moisture spreading into the area ahead of Hurricane Rosa increased the potential for heavy rains with any storm that formed; as a result heavy rain developed south of Phoenix and east of Gila Bend shortly after midnight. The heavy rain resulted in flash flooding along Highway 238 near the town of Mobile and near the Maricopa Pinal county line. At about 0130MST the Arizona Department of Highways reported that Highway 238 was closed due to the flash flooding near the town of Mobile. A Flash Flood Warning was issued for the highway shortly after midnight. No accidents were reported.,271
